id,num_contact
594259,2881
596601,21461
596602,1912
596603,21457
596604,21457
596605,24158
596606,24392
596607,23927
596608,24283
596609,22408
596610,22446
596611,3857
596612,23892
596613,3338
596614,21777
596615,4541
596616,23936
596617,21777
596618,4292
596619,558
596620,24075
596621,24073
596622,21684
596623,22750
596624,21457
596625,24088
597056,22300
598711,24002
603778,21368
604026,25015
604197,3949
606424,1483
611896,20388
616530,2560
617467,22866
617545,3595
621307,23258
621662,19422
624215,3267
625175,25545
625820,21460
628601,1616
628602,3282
628603,24060
628604,21473
628605,24343
628606,21128
628607,25166
628608,666
628609,23174
628610,4921
628611,22866
628612,23966
628613,24158
628614,21684
628615,22943
628616,23952
628617,21774
628618,24029
628619,21457
628620,1888
628621,21476
628622,2351
628623,23943
628624,19777
628625,22203
628626,21279
628627,20672
628628,46323
628629,22041
628630,21343
628763,1810
629762,23857
633492,23927
636625,21469
642349,3717
645379,21777
645787,19525
649428,4023
649802,22750
651226,19646
652965,623
659083,21458
662605,22708
662679,22943
663437,21780
664572,23260
665108,21684
665471,24194
675532,21474
677245,3279
683568,24377
683661,2192
683960,21685
684191,4973
687187,2474
688896,19646
690022,23984
690218,22780
691231,22764
692701,23949
692702,24255
692703,19651
692704,19777
692705,19694
692706,20701
692707,19390
692708,22201
692709,21237
692710,22200
692711,21079
692712,21091
692713,21158
692714,21777
692715,20597
692716,21246
692717,22266
692718,22346
692719,22536
692720,21684
692721,21245
692722,22430
692723,21460
692724,19867
692725,21115
692726,21383
692727,22761
692728,21777
692729,21460
692730,24076
692731,19717
692732,20811
692733,20886
692734,22427
692735,20588
692736,18927
692737,20894
692738,22253
692739,22427
692740,21146
692741,19657
692742,22270
692743,19393
692744,22327
692745,22057
692746,20557
692747,20164
692748,22388
692749,22466
692750,23936
694847,21474
697572,3710
699139,3712
699832,21460
705053,21384
706453,21774
712628,2753
713613,24286
716531,21384
717301,21476
717368,21460
718005,24254
720636,24028
721660,22203
728399,4416
729271,21369
730678,24349
731030,4391
731543,18770
731775,21478
735293,23986
737602,20273
739384,21477
739663,22943
740381,4952
746979,2347
747173,19587
748866,24344
749014,19759
751429,21458
754840,23369
755264,21310
756792,22332
759592,24076
760289,22298
764060,21243
766042,20603
767949,24285
771592,22509
772138,1000
774736,21384
775087,22323
781682,21457
787147,24931
787539,4964
790064,20881
791137,22449
792729,22447
793721,21458
797468,21011
797667,22368
798806,21775
798895,24047
799900,21318
801970,21459
802686,21473
802823,3802
802832,21384
813637,21461
814881,19919
826660,21248
831234,19424
831518,19654
832009,21461
834865,24393
837008,22065
837912,21461
841628,22887
844285,4473
844699,20629
845019,21478
845035,3504
850275,21458
851575,24256
853727,24075
853919,24000
854253,20849
856642,2413
859753,24348
862923,24023
866483,23932
866536,1416
868501,22395
869204,21368
869675,22390
871264,1170
874422,21476
876164,19855
878600,3268
878809,2600
879982,21142
881301,22428
883085,22874
883511,1897
884944,21384
885323,2625
892394,999
892572,21473
895396,21685
898358,23259
899590,4537
901352,21774
901586,21687
902398,2347
902660,24255
905077,22873
906618,3717
907565,25530
909993,4303
910862,21542
913997,21247
915270,21473
921579,21775
926690,2391
930186,2753
930187,4407
930308,21684
930356,21775
930901,1242
930964,21059
931504,4826
936337,21685
938549,21474
944692,22239
944749,24982
944990,21383
945296,22859
945501,24065
946711,4984
952348,1818
953000,19361
959305,21779
962023,22875
964077,20407
964389,23351
967582,22406
968599,21400
969754,19424
972028,22203
975577,4121
979882,4528
980672,20408
981565,20945
981597,21774
983741,21462
985649,19633
988228,1941
990252,3258
990294,21779
990329,1199
990337,22471
992362,24939
993001,21473
993002,24020
993003,21684
993004,23892
993005,24299
993006,21684
993007,21457
993008,22346
993009,21473
993010,22457
993011,23982
993012,21565
993013,21438
993014,21775
996719,24393
1000843,24030
1003610,3657
1005126,21461
1005762,21458
1005905,22254
1011828,2677
1016821,3954
1017095,1242
1019095,3906
1019574,24915
1026157,1242
1027212,3712
1028025,22257
1030663,22857
1037871,24031
1041723,21474
1041901,3949
1041902,25432
1041903,25237
1041904,1210
1041905,25890
1043071,24023
1050401,23985
1050402,23969
1050403,21383
1050404,21774
1050405,21476
1050406,21383
1050407,24942
1050408,21475
1050409,1371
1050410,21776
1050411,24033
1051948,21049
1053693,19648
1054233,22526
1057283,21685
1057506,21477
1060168,2600
1064981,3895
1067418,19922
1068095,1828
1068149,713
1068877,3222
1072212,25892
1072456,21686
1075546,22148
1076443,4905
1081630,19581
1084847,21475
1085840,19618
1086599,23187
1088788,1196
1090305,25347
1091460,3258
1096591,3039
1105569,21461
1107712,23843
1113927,24021
1114184,23985
1114887,23982
1115018,21460
1117070,2567
1123048,22434
1126974,20850
1128879,21368
1129094,19618
1136587,21780
1138872,21477
1139114,20922
1139663,23258
1142837,20976
1142887,21458
1143659,21369
1143801,25589
1144615,24252
1149676,20524
1152737,1956
1154720,22345
1158201,21684
1158611,3770
1159748,22868
1161155,24921
1161194,24949
1163713,19627
1164032,21539
1164069,21473
1167219,2560
1168759,21458
1169919,24048
1174403,21369
1179706,21384
1186038,22168
1186234,22958
1189640,20521
1190016,22479
1191518,24389
1192108,3770
1196216,2149
1196611,3607
1203886,22758
1204174,21384
1207442,21457
1207547,24077
1208537,21332
1215498,22657
1218302,23931
1219128,21181
1220261,24094
1221734,24254
1221862,24088
1230767,23950
1230823,4951
1231269,1873
1234370,20524
1237639,21777
1240798,3748
1242890,4960
1245737,24026
1245844,20344
1249311,21457
1250302,24245
1250694,1457
1256412,3802
1257498,24299
1260167,22406
1262512,21774
1264568,22482
1266981,24391
1268013,24391
1273277,22442
1273449,1870
1273685,22496
1280349,21470
1280774,21461
1281859,22431
1281955,23982
1285390,21477
1288568,21368
1289390,3283
1289728,23944
1289836,21386
1290552,24249
1293783,23934
1294183,22225
1295545,21248
1295801,24346
1295802,21368
1295803,4379
1296975,21460
1299019,19482
1306089,718
1310075,21684
1310696,24057
1325029,24057
1336510,3842
1340820,25360
1342863,1448
1346824,24046
1346909,21774
1348959,20673
1352674,21778
1352968,21778
1354524,24339
1357391,21463
1358280,24017
1361510,21460
1370065,22875
1372432,23167
1375124,21476
1378696,19403
1378993,25096
1379123,24396
1382751,22481
1384393,2944
1385400,23433
1391789,21243
1393380,1243
1397854,5985
1397948,1816
1398226,2615
1398299,23984
1403246,21031
1403382,67
1404809,21471
1407117,22448
1409165,23843
1409385,23336
1411279,21608
1420558,20327
1422353,3723
1425561,19503
1428182,3382
1428300,24347
1429667,4048
1429847,21458
1436300,25533
1436931,21368
1451224,22352
1452695,4527
1453162,1364
1455031,21385
1459913,1242
1461819,21462
1472986,19302
1473067,22867
1473125,21344
1475520,21476
1476145,21477
1478840,21474
1481870,23326
1482261,24248
1489215,22397
1491454,21475
1494532,3172
1495481,19654
1496421,1148
1500946,21503
1504206,19496
1504650,21461
1505530,21553
1509942,4124
1510259,19708
1523563,23944
1523808,3721
1524177,25229
1530368,3926
1532781,1641
1541431,20324
1549459,24301
1554236,3852
1558614,23176
1559561,22058
1576626,20515
1576712,21404
1578453,22444
1579597,20742
1584740,21685
1586919,19723
1588703,2600
1590034,23944
1590470,3994
1590819,19420
1591007,24163
1595935,21460
1598270,2509
1599519,22447
1600998,23983
1605343,21385
1606352,21154
1608191,3267
1609278,3802
1611006,21462
1612529,24062
1612821,1148
1613849,22480
1621562,21369
1621788,21461
1623954,21458
1627099,22877
1630521,21459
1630675,24285
1630704,21474
1631056,23984
1647083,25650
1649738,24252
1653677,22362
1654038,23984
1659158,3803
1659735,22669
1661851,21774
1672154,1454
1673852,3812
1674715,21474
1674957,24299
1680353,565
1681269,21385
1681278,23894
1690648,22123
1692420,21383
1692552,23175
1692657,2805
1693429,23842
1693807,24253
1695775,24253
1696768,2615
1698777,23935
1709030,22963
1722766,723
1723856,22171
1725215,21478
1725978,22302
1726426,23263
1730744,4413
1742042,21775
1752099,23952
1756238,21457
1760053,21685
1764272,3764
1772799,2596
1773458,21384
1782073,22658
1782328,21779
1783909,23934
1792042,3135
1792225,24253
1792280,22257
1800887,21461
1802415,3858
1806241,21460
1812729,2617
1816406,23262
1831685,24927
1831686,19645
1845479,4921
1847859,23893
1852219,20616
1853372,23842
1853417,3218
1855251,21775
1855531,3859
1855719,20384
1870264,24378
1872396,21369
1873453,21775
1875588,20698
1879039,659
1883604,25042
1884589,25043
1884850,20379
1884960,21478
1885217,24301
1885830,1596
1897845,20409
1898184,21460
1898958,3222
1903720,4587
1905662,21778
1907281,23968
1910577,24338
1912031,4466
1912923,23558
1913741,1148
1917048,21157
1918747,25345
1920918,21459
1926226,1891
1934483,18679
1934666,21686
1942939,22262
1944122,21477
1956565,21918
1956865,5012
1960701,21686
1960702,22286
1960703,22272
1960704,23947
1960705,21331
1960706,2351
1960707,24076
1960708,22866
1960709,21367
1960710,22430
1960711,21473
1960712,23950
1960713,21473
1960714,21774
1960715,22446
1960716,25042
1960717,24088
1960718,21774
1960719,23952
1960720,24072
1960721,22479
1960722,21777
1960723,21774
1960724,19390
1960726,21684
1960727,20757
1960728,3752
1960729,21473
1960730,21777
1960731,3986
1960732,21460
1960733,4429
1960734,2369
1960735,1389
1960736,21367
1960738,2805
1960739,23892
1960740,1242
1960741,19617
1960742,21473
1960743,21476
1960744,23982
1960745,2726
1960746,3553
1960747,21476
1960748,21457
1960749,1511
1963183,4368
1963806,3854
1968886,24392
1969308,2610
1969565,4379
1971182,22230
1984762,21015
1995289,21436
1998644,3644
2000279,21119
2013264,4427
2015361,21384
2017841,25223
2023250,3679
2023267,21474
2024100,21474
2025318,24868
2029873,25529
2034097,24245
2034768,3674
2035239,21145
2038087,24389
2053694,3579
2079701,18772
2083865,3175
2090081,20893
2090355,2560
2097163,3774
2098284,1890
2109257,21089
2112961,22962
2122475,22406
2126389,20667
2130421,20528
2141029,659
2145953,2167
2146450,25332
2148092,4375
2148224,3673
2156217,2474
2157328,21473
2158527,21383
2159002,22658
2159165,23171
2161229,21310
2161921,21993
2166193,21777
2167690,21461
2173304,713
2173609,24039
2174801,25095
2174802,698
2174803,3855
2174804,2560
2174805,21777
2174806,22958
2174807,21385
2174808,21367
2174809,21457
2174810,21460
2174811,21476
2174812,21774
2174813,24284
2174814,21777
2174815,22405
2174816,23936
2174817,24343
2174818,21777
2194071,22187
2194402,3771
2194970,2618
2198621,21329
2204434,22394
2207682,22352
2212889,3125
2213163,24027
2215213,24958
2216393,3661
2225901,22707
2225902,22174
2225903,22866
2225904,24918
2225905,23167
2225906,21516
2225907,22441
2231203,21461
2235426,21778
2243534,22858
2254465,3865
2254570,22474
2254629,19404
2255082,21684
2255249,21966
2256184,22435
2261418,24031
2280661,21686
2302570,21477
2302954,4026
2311137,24037
2324845,23877
2325643,23939
2326885,3283
2327768,3318
2329893,22368
2331796,2727
2339109,21312
2345233,4524
2345241,24074
2347121,24036
2349737,22800
2352535,23185
2353447,21367
2356378,22869
2357646,2561
2362593,21060
2383026,23262
2383406,22458
2392348,21684
2392886,22749
2398359,21368
2403223,21160
2422923,19549
2435901,20522
2442978,21780
2448928,21461
2452963,21774
2473323,3198
2482913,23954
2485951,21369
2489802,24030
2496352,23880
2496631,1314
2501732,21118
2505741,21368
2511699,2666
2516851,21913
2528049,21779
2528346,3814
2533469,21461
2541959,21778
2545230,21120
2546079,22885
2553198,23938
2556108,21367
2585315,22003
2589048,723
2591605,21685
2591733,21476
2594601,1170
2594602,24286
2594603,21777
2594604,945
2594605,4431
2594606,21383
2594607,22657
2594608,21777
2594609,21473
2594610,21203
2594611,22081
2594612,21209
2594613,21154
2594614,21061
2594615,21493
2594616,22518
2594617,19724
2594618,21516
2594619,24033
2594620,22962
2598797,21473
2601374,22342
2603127,23967
2605968,21460
2607214,19659
2613423,22874
2613518,4472
2613661,24394
2621453,19709
2626384,25022
2626551,3313
2627768,22960
2631063,21686
2636496,3584
2638432,21460
2647640,24953
2651459,22275
2656084,3584
2661109,21369
2672187,21463
2672467,19361
2673573,22399
2675315,1152
2676206,3222
2678767,4508
2678931,2601
2681720,21779
2686104,23947
2686343,3788
2691672,21475
2691920,4078
2692321,20447
2692840,24028
2697780,21477
2701654,4975
2712498,21774
2713330,3753
2714119,19363
2715793,3283
2723580,24044
2723674,22447
2724060,3281
2724293,22357
2729287,21684
2736727,21686
2736739,21778
2740099,21461
2747591,23477
2748362,3644
2751127,4658
2756729,3751
2757722,22946
2759044,22358
2759099,3380
2759539,21462
2759712,4991
2763650,3562
2763672,714
2766265,21310
2783682,21461
2789698,2371
2790201,2391
2790202,21777
2790203,3980
2790204,21460
2790205,21777
2790206,3966
2790207,23998
2790208,25041
2790209,1242
2790210,21063
2790211,19831
2790212,23953
2790213,22160
2790214,23983
2790215,1810
2790216,2839
2790217,22799
2790218,1836
2790219,2743
2790220,2591
2790221,2998
2790222,22780
2790223,1897
2790224,2395
2790225,1797
2790226,1379
2790227,2394
2790228,2894
2790229,3842
2790230,23998
2790231,21774
2790232,20815
2790233,4969
2790234,19844
2790235,21777
2790236,3579
2790237,1806
2790360,24001
2790501,22151
2790502,23953
2790503,22330
2790504,20961
2790505,19751
2790506,19551
2790507,23982
2790508,21241
2790509,20604
2790510,21473
2790511,21560
2790512,21401
2790513,21218
2790514,19581
2790515,21684
2790516,22866
2790517,22750
2790518,21775
2790519,3802
2790520,19357
2790521,24284
2790522,19708
2790523,19418
2790524,19584
2790525,21030
2790526,21277
2790527,19390
2790528,22392
2790529,19601
2790530,21417
2790531,19867
2790532,20921
2790533,25344
2790534,23365
2790535,21367
2790536,1242
2792458,3708
2793199,21367
2795082,21079
2803622,3423
2803803,3753
2806325,24089
2807433,22097
2811754,21477
2813396,21460
2814886,3752
2815216,24033
2820105,4469
2822648,24076
2822879,24046
2828287,23945
2828289,22368
2831477,22874
2838088,21476
2839538,1436
2846027,4984
2849488,5016
2850711,21517
2850744,21778
2853154,4984
2854574,5012
2854577,20537
2859073,24285
2859602,20784
2862381,666
2862666,24249
2863098,1828
2863317,2394
2863402,25455
2869092,4004
2869751,21685
2869977,286
2872531,21476
2873291,21473
2873818,3553
2874154,24075
2874238,1955
2874275,4418
2875299,21142
2885647,21779
2895951,2391
2900193,20982
2901209,24299
2901622,1170
2905592,25283
2923174,25532
2926408,20892
2935186,2371
2942079,21473
2942861,21477
2943593,23265
2947350,21474
2950101,21477
2950102,21775
2950103,23857
2950104,21367
2950105,2428
2950106,982
2950107,2509
2950108,3754
2950109,4048
2950110,19515
2950111,18992
2950112,1379
2969313,21001
2969409,24017
2972217,4903
2972721,2373
2972727,21458
2972831,25248
2973496,1007
2973613,21462
2990269,21383
2991037,21459
2991813,21778
2992377,2700
2999216,24000
3010930,24286
3027330,24301
3033245,21336
3047228,24299
3062775,24925
3063599,22436
3070672,22474
3085638,3943
3127647,25022
3127992,22209
3128574,22855
3153147,24158
3156518,23259
3158478,21458
3158840,23064
3174101,4949
3174102,22960
3174103,20537
3174104,24392
3174105,3661
3174106,24343
3174107,25328
3174108,21367
3174109,23892
3174110,24020
3174111,23892
3174112,21473
3174113,22389
3174114,22460
3174115,25367
3174116,24299
3174117,21460
3174118,21367
3174119,4386
3175159,1243
3176610,2394
3176717,2600
3177046,21368
3177561,19305
3178343,21778
3188446,23168
3191149,23952
3192158,21774
3192933,21460
3194141,1170
3209918,21461
3212601,4441
3212602,21473
3212603,21774
3212604,19564
3212605,19421
3212606,19418
3212607,20746
3212608,2549
3212609,19825
3212610,21011
3212611,19500
3212612,698
3212613,2829
3212614,19497
3212615,21143
3212616,2615
3212617,21457
3222849,21776
3261696,297
3261917,4440
3262575,4477
3271329,21778
3278391,723
3285691,2396
3285840,3957
3286217,1647
3287075,1966
3306379,3448
3311801,3223
3311802,698
3311803,24253
3311804,3220
3311805,3177
3314428,4888
3321264,21685
3349833,4042
3349908,3731
3360192,4483
3366354,21688
3383819,21774
3389528,22943
3403328,2509
3405262,21775
3405822,20601
3409379,2347
3417600,24285
3440297,21777
3443764,22228
3447904,24345
3452328,21371
3452661,22436
3454232,21384
3461962,23276
3479273,21459
3492312,21775
3498557,22411
3543257,3412
3552182,3613
3559462,21277
3565380,24061
3568069,19617
3592572,24904
3592587,22522
3600997,21461
3603701,25829
3603702,22940
3603703,21367
3603704,23998
3603705,23998
3603706,21460
3603707,21684
3603708,21457
3603709,21367
3603710,19514
3603711,21151
3603712,19493
3603713,22487
3603714,22060
3603715,21542
3603716,21457
3603717,19407
3603718,22780
3603719,24060
3603720,22238
3603721,21460
3603722,21367
3603723,25365
3603724,22467
3603725,19300
3603726,23982
3603727,21383
3603728,21383
3603729,21473
3603730,25373
3603731,21460
3603732,24075
3603733,21334
3603734,20251
3603735,20828
3603736,20981
3603737,21684
3603738,20402
3603739,21251
3603740,20497
3603741,21128
3603742,22444
3603743,22404
3603744,20899
3603745,21457
3603746,19604
3603747,22124
3603748,25826
3603749,22498
3603750,21777
3603751,22162
3603752,23998
3603753,21473
3603754,22871
3616717,22397
3617502,4475
3617919,19501
3641608,2896
3642101,3803
3642102,21474
3642103,3187
3642104,21054
3642105,1199
3653290,21460
3656524,2596
3659315,24299
3670252,21685
3672115,19921
3678543,22784
3684105,3389
3693141,3349
3698527,21402
3701809,21474
3705487,3857
3708529,20445
3710727,21458
3711138,21775
3711160,21367
3711420,2199
3713264,2474
3713388,2395
3716103,21953
3724372,24042
3728439,24027
3742581,24076
3743793,2431
3749075,4878
3749554,4379
3755097,21475
3755308,21475
3761748,21775
3774443,22167
3796634,19392
3813745,4382
3817674,3759
3817909,21367
3822601,21192
3822602,22475
3827763,23931
3844137,3804
3852407,4823
3856731,21473
3861293,4911
3867873,4983
3868567,1009
3873150,2994
3891882,2872
3901707,25437
3909844,23859
3911242,2950
3926144,21776
3928850,21461
3929209,20948
3952926,3634
3961256,21477
3975623,25133
3975791,1149
3978209,21498
3985396,25751
3997672,22706
4000867,24379
4002601,23985
4002602,21780
4002603,21435
4002604,3759
4002605,21687
4002606,21777
4002701,25099
4002702,21369
4002703,4969
4002704,24343
4002705,21225
4002706,22263
4002707,22438
4002708,22361
4002709,20886
4002710,20873
4002711,20945
4002712,758
4002713,658
4002714,4023
4002715,21375
4002716,4911
4002717,21473
4002718,23257
4002719,2509
4002801,21779
4002802,22870
4002803,21383
4002804,21476
4002805,21684
4002806,2653
4002807,22977
4002808,23841
4002809,24346
4002901,21778
4002902,23986
4002903,24091
4002904,21383
4002905,21204
4002906,19575
4002907,21279
4002908,19360
4002909,19641
4002910,21118
4002911,19560
4002912,19713
4002913,22392
4002914,21186
4002915,20250
4002916,21500
4002917,22327
4002918,20761
4002919,20322
4002920,22310
4002921,22481
4002922,21277
4002923,22230
4002924,19357
4002925,19578
4002926,22286
4002927,21383
4002928,3389
4002929,23943
4003001,24334
4003002,3679
4003003,568
4003004,21460
4003005,21774
4003006,25328
4003201,21367
4003202,3260
4003203,4387
4003204,18834
4003205,19853
4003206,23393
4003207,19548
4003208,21136
4003209,19485
4003210,20622
4003211,21155
4003212,21493
4003213,20593
4003214,22534
4003215,21139
4003216,21241
4003217,22325
4003218,21470
4003219,22219
4003220,22530
4003221,21563
4003222,20475
4003223,21777
4003224,22538
4003225,21327
4003226,20565
4003227,22503
4003228,19601
4003301,22203
4003302,21458
4003303,21384
4003304,19620
4003305,19627
4003306,19584
4003307,21100
4003308,21470
4003309,22321
4003310,20642
4003311,18677
4003312,19493
4003313,21218
4003314,20548
4003315,19777
4003316,20376
4003317,20412
4003318,20911
4003319,22180
4003320,19694
4003321,22313
4003322,22373
4003323,21049
4003324,20975
4003325,18901
4003326,20415
4003327,21308
4003328,20667
4003329,21279
4003330,25254
4003331,4066
4003332,21460
4003333,20978
4003334,3790
4003335,4474
4003401,2610
4003601,2265
4003602,24075
4021567,22262
4051902,21774
4053017,21778
4058627,4452
4058645,4091
4064443,1897
4067149,21476
4074247,22314
4085324,21459
4089770,21473
4090509,24091
4092845,2682
4093333,2199
4093829,21685
4141393,997
4161960,21433
4162133,4517
4172777,21685
4173139,23174
4175452,23276
4178308,24076
4193101,22517
4193102,21458
4193103,24061
4193104,21189
4193105,21468
4193106,4005
4193107,1243
4193108,24909
4193109,25072
4193110,21473
4193111,21079
4193112,19360
4193113,21028
4193114,21563
4193115,20363
4193116,20676
4193117,20873
4193118,21107
4193119,21035
4193120,19524
4193121,20641
4193122,21383
4193123,21367
4194523,21775
4194910,21461
4196925,24347
4220567,24092
4222522,21474
4234719,21227
4243001,23969
4243002,25238
4243003,22312
4243004,22044
4243005,21383
4243006,21460
4243116,22763
4244577,21685
4246556,22781
4262670,23876
4285360,21775
4285381,22458
4305587,21370
4313220,21385
4322601,21367
4322602,24026
4322603,24020
4322604,21473
4322605,24026
4322606,3712
4322607,2110
4334570,3313
4334918,21775
4340401,23936
4340402,24286
4340403,19851
4340404,21460
4340405,21209
4340406,22214
4340407,21460
4340408,22427
4340409,22467
4346251,2221
4357358,25263
4357510,3717
4379030,24028
4391072,24036
4403237,23953
4409560,24043
4438950,21463
4444873,22089
4445256,2960
4461402,20883
4462935,21370
4483848,24304
4484589,22167
4486321,21457
4499418,23943
4499439,2844
4502847,4471
4505271,4916
4509087,21474
4511401,21383
4511402,713
4521734,20888
4532312,21476
4540195,4973
4551510,22536
4554507,22708
4569762,21368
4586567,22364
4595062,1888
4606621,19485
4616715,651
4617094,22870
4618059,21383
4638353,24078
4639161,2600
4639429,19554
4650801,21777
4656801,24249
4669508,21369
4675301,4450
4675302,23876
4675303,4995
4675304,21777
4675305,4406
4675306,23174
4675307,22961
4675308,23936
4675309,24057
4675310,25469
4675311,23952
4675312,23841
4675313,21774
4675501,21685
4675502,20630
4675503,21457
4675504,23857
4675505,24389
4675506,3227
4675507,4430
4676144,4535
4705007,24378
4711311,20548
4716380,21474
4720660,21458
4728249,4526
4729195,21129
4743670,19519
4750266,22852
4753169,20606
4782379,22980
4793480,20367
4806027,23983
4816847,21688
4817465,21459
4833090,24393
4836233,22328
4838694,22448
4840251,21449
4843541,24089
4845825,21542
4846378,21685
4857793,20470
4864945,23937
4871943,2474
4879585,21777
4894218,24076
4897701,21774
4897702,23081
4897703,3003
4897704,3285
4897705,22479
4897706,21473
4897707,21684
4897708,24343
4907408,21458
4911026,24339
4913890,25335
4915783,3283
4931520,21474
4936507,23955
4951329,4434
4952554,21684
4953118,1523
4967080,21476
4975486,19590
4990864,21474
4991183,24092
4994836,22225
5004201,23281
5004202,22750
5004203,19710
5004204,21241
5004205,20922
5004206,23384
5004207,21082
5004208,21473
5004209,21367
5004210,20892
5004211,19424
5004212,22219
5004213,20964
5004214,22084
5004215,22204
5004216,21222
5004217,20968
5004218,21501
5004219,19421
5004220,21339
5004221,21554
5004222,23860
5004223,21476
5004224,25875
5004225,3763
5004601,21474
5004602,21461
5004603,19916
5004604,2201
5004605,3222
5004606,22857
5004607,24045
5004608,21460
5004609,1152
5004610,2394
5004611,21774
5004612,2631
5004613,21460
5004614,23947
5004615,25749
5004701,21778
5004702,713
5004703,19494
5004704,22512
5004705,21457
5004706,22850
5004707,1814
5004708,3858
5004709,19642
5004710,23357
5004711,21158
5004712,20508
5004713,19851
5004714,22533
5004715,19650
5004716,20843
5004717,21117
5004718,19650
5004719,21244
5004720,20679
5004721,19650
5004722,20412
5004723,19615
5004724,20641
5004725,19638
5004726,22326
5004727,19547
5004728,19934
5004729,20415
5004730,22404
5004731,21030
5004732,19713
5004901,21342
5004902,22225
5004903,23893
5004904,21474
5004905,22006
5004906,22253
5004907,23936
5004908,22561
5004909,21398
5004910,21684
5004911,22189
5004912,20410
5004913,19457
5004914,21371
5004915,19421
5004916,21079
5004917,22009
5004918,21963
5004919,22377
5004920,20402
5004921,23404
5004922,22484
5004923,22346
5004924,22203
5004925,19653
5004926,22321
5004927,20947
5004928,20410
5004929,19575
5004930,20464
5004931,3852
5004932,20961
5004933,21470
5004934,19789
5005001,21370
5005002,21777
5005003,2654
5005004,4486
5005005,1889
5005006,3075
5005007,24032
5006446,24077
5049412,21384
