household_id,person_id,age,occupation,work_school_place
442,504,42,1,60
111,874,22,1,75
409,623,57,1,31
172,870,23,5,78
442,474,61,1,44
172,528,64,3,-1
410,863,34,1,11
111,143,11,5,83
336,865,36,1,29
442,625,57,3,-1
112,871,33,1,11
410,370,58,1,4
112,661,18,5,80
411,56,68,3,-1
112,259,89,3,-1
411,840,33,3,-1
113,595,51,1,71
412,442,55,1,27
113,888,24,5,78
443,314,42,1,11
302,684,19,5,78
205,719,30,1,14
240,123,73,3,-1
205,611,61,1,52
241,210,12,5,83
206,544,56,1,38
241,497,48,3,-1
302,57,72,3,-1
336,395,49,1,17
303,177,9,5,82
206,789,24,5,78
337,453,58,1,62
443,73,74,3,-1
173,903,39,1,32
241,85,69,3,-1
113,755,20,5,78
412,74,70,3,-1
114,775,38,1,30
413,856,26,3,-1
114,811,22,5,78
337,179,6,5,81
303,696,20,5,78
338,771,36,1,2
206,229,11,5,83
242,403,47,1,67
173,197,14,5,80
443,94,71,3,-1
114,97,65,3,-1
413,964,76,3,-1
115,424,58,1,38
414,488,51,1,16
115,637,19,5,78
415,350,57,1,35
303,978,80,3,-1
338,545,53,1,60
304,866,22,5,78
338,214,9,5,81
415,298,63,1,48
116,430,64,1,56
173,16,4,5,79
444,730,37,1,31
174,490,59,1,1
207,831,30,1,34
415,902,32,1,29
116,310,53,3,-1
416,330,43,1,12
117,598,48,1,35
416,970,83,3,-1
117,654,19,5,78
339,572,60,1,4
242,526,54,1,53
117,87,69,3,-1
416,810,37,3,-1
339,3,3,5,79
304,559,52,3,-1
242,732,23,5,78
207,776,37,1,5
417,461,44,1,40
340,463,60,1,77
417,70,66,3,-1
444,548,54,1,52
174,236,11,5,83
418,289,63,1,71
243,773,37,1,0
174,24,1,5,79
445,774,38,1,43
418,296,58,1,5
340,243,11,5,83
305,409,60,1,63
418,321,43,1,35
243,215,11,5,83
207,18,0,5,79
243,88,66,3,-1
341,580,56,1,11
305,23,4,5,79
341,694,36,1,64
175,855,29,1,64
244,302,51,1,9
207,896,24,5,78
244,367,45,1,30
306,578,55,1,29
244,635,17,5,80
342,807,20,1,31
306,104,73,3,-1
445,67,67,3,-1
342,72,74,3,-1
175,213,14,5,80
419,518,40,1,63
208,931,39,1,22
245,899,20,5,78
419,923,38,3,-1
446,320,53,1,18
307,585,43,1,18
343,933,36,1,63
175,996,81,3,-1
307,682,15,5,80
343,226,7,5,81
420,551,53,1,9
208,199,7,5,81
446,76,72,3,-1
176,327,40,1,7
447,371,61,1,55
176,777,32,1,36
447,951,75,3,-1
208,962,78,3,-1
245,100,73,3,-1
209,860,37,1,50
246,366,64,1,44
420,300,47,1,33
177,344,62,1,2
448,532,48,1,22
177,167,5,5,79
448,616,57,3,-1
209,499,47,1,34
246,184,11,5,83
307,231,13,5,83
344,993,84,3,-1
308,734,38,1,50
344,971,83,3,-1
308,711,34,1,0
246,728,34,3,-1
210,336,60,1,42
247,203,8,5,82
449,322,61,1,64
177,975,75,3,-1
449,620,58,1,32
356,364,56,1,7
458,379,44,1,52
345,271,46,1,39
178,906,36,1,75
450,396,56,1,57
356,846,37,1,0
178,86,72,3,-1
450,133,71,3,-1
356,11,1,5,79
179,802,35,1,5
450,950,75,3,-1
420,121,67,3,-1
345,351,43,1,32
357,717,22,5,78
451,400,54,1,73
179,652,19,5,78
451,118,74,3,-1
345,208,6,5,82
458,940,77,3,-1
452,714,33,1,14
179,161,9,5,82
452,908,37,1,33
180,394,61,1,68
452,250,87,3,-1
180,390,62,1,22
458,657,18,3,-1
346,778,34,1,0
180,176,6,5,82
453,117,70,3,-1
421,792,30,1,75
454,312,46,1,48
181,290,44,1,16
454,105,73,3,-1
181,151,12,5,83
455,994,78,3,-1
357,450,51,3,-1
459,256,91,3,-1
346,935,22,1,50
459,140,67,3,-1
358,529,46,1,1
460,540,53,1,40
421,459,55,1,16
358,201,12,5,83
455,294,40,3,-1
181,235,8,5,82
456,339,43,1,11
182,821,38,1,13
359,566,50,1,45
182,677,18,5,80
456,75,65,3,-1
347,209,13,5,83
460,305,59,1,71
421,987,81,3,-1
461,460,50,1,59
456,399,41,3,-1
183,362,46,3,-1
457,319,47,1,70
183,45,69,3,-1
359,991,82,3,-1
347,114,67,3,-1
422,352,50,1,12
348,376,58,1,43
461,748,34,1,30
360,510,47,1,64
184,406,55,1,7
422,391,59,3,-1
461,839,28,1,5
348,816,34,1,33
462,374,48,1,7
184,4,1,5,79
349,538,41,1,17
462,393,56,1,61
423,422,55,1,15
360,7,0,5,79
184,738,35,3,-1
462,449,46,3,-1
349,797,22,5,78
360,959,82,3,-1
423,575,58,1,51
463,818,30,1,52
185,894,23,5,78
463,425,48,3,-1
349,686,18,5,80
464,786,33,1,14
185,421,47,3,-1
423,941,80,3,-1
361,744,22,1,76
465,473,40,1,17
349,887,26,3,-1
185,989,79,3,-1
465,820,35,1,14
361,715,25,3,-1
350,451,53,1,9
466,779,26,3,-1
350,780,24,5,78
350,392,40,3,-1
466,949,84,3,-1
351,431,48,1,19
466,357,49,3,-1
351,834,27,1,32
466,102,69,3,-1
362,872,27,1,60
351,217,14,5,80
362,747,37,1,30
467,552,49,1,14
363,882,31,1,75
467,895,27,1,60
352,787,32,1,62
352,692,31,1,13
468,404,46,1,56
468,311,51,3,-1
353,739,33,1,2
469,410,46,1,25
363,280,40,1,6
353,506,51,1,61
469,286,60,1,42
353,662,17,5,80
364,587,56,1,41
364,644,17,5,80
469,691,29,3,-1
364,80,74,3,-1
470,766,39,1,29
354,892,30,1,31
118,223,10,5,82
354,712,23,5,78
118,655,18,5,80
470,998,76,3,-1
118,600,47,3,-1
365,354,46,1,61
119,727,27,1,9
471,483,41,1,38
355,879,36,1,50
119,188,8,5,81
365,54,74,3,-1
471,337,54,1,37
355,417,40,3,-1
254,992,83,3,-1
366,524,44,1,14
120,533,45,1,36
366,673,15,5,80
255,519,41,1,39
471,91,71,3,-1
120,770,31,1,1
471,251,93,3,-1
121,408,64,1,21
121,41,4,5,79
472,446,51,1,17
121,988,80,3,-1
366,228,5,5,79
255,520,41,3,-1
367,925,32,1,33
247,909,32,3,-1
256,283,52,1,52
472,762,31,3,-1
248,835,36,3,-1
472,139,74,3,-1
256,447,55,3,-1
122,162,8,5,82
473,560,42,1,17
248,82,66,3,-1
367,948,80,3,-1
122,596,64,3,-1
257,713,23,5,78
249,557,56,1,59
473,848,28,1,22
257,549,51,3,-1
368,601,59,1,4
249,735,20,5,78
473,977,77,3,-1
258,29,2,5,79
123,402,60,1,22
474,725,31,1,29
368,632,16,5,80
249,829,30,3,-1
258,127,67,3,-1
123,464,59,1,64
368,516,44,3,-1
250,912,30,1,60
124,329,46,1,53
474,610,51,3,-1
250,468,59,1,4
258,470,45,3,-1
369,669,17,5,80
250,241,9,5,81
259,704,28,1,7
251,189,6,5,81
475,817,35,1,1
259,772,25,1,59
124,154,12,5,83
475,990,79,3,-1
251,765,35,3,-1
124,225,10,5,81
369,823,20,5,78
259,216,8,5,82
125,481,58,1,75
476,543,42,1,77
252,288,41,1,20
369,972,83,3,-1
125,25,2,5,79
260,571,54,1,29
370,701,32,1,14
125,71,69,3,-1
252,648,17,5,80
370,413,62,1,30
476,784,36,1,26
252,59,71,3,-1
370,679,15,5,80
477,377,55,1,33
126,160,10,5,81
253,858,29,1,45
477,752,23,1,52
260,631,19,5,78
371,638,18,1,36
126,170,12,5,83
477,980,81,3,-1
253,710,30,1,43
478,375,62,1,26
371,279,50,1,47
260,678,17,5,80
478,416,43,3,-1
126,212,12,5,83
371,219,14,5,80
478,132,66,3,-1
372,427,58,1,54
479,859,27,1,21
253,10,3,5,79
372,868,37,3,-1
261,507,57,1,53
126,986,79,3,-1
479,293,46,1,74
373,373,46,1,12
480,850,30,3,-1
127,149,9,5,82
373,917,38,1,15
261,849,20,5,78
374,685,15,5,80
480,968,82,3,-1
127,119,70,3,-1
374,265,95,3,-1
261,246,98,3,-1
375,853,34,1,22
308,34,0,5,79
262,522,41,1,8
127,110,74,3,-1
262,785,21,5,78
309,501,52,1,26
128,688,30,1,60
128,239,10,5,82
262,386,52,3,-1
375,35,1,5,79
128,37,0,5,79
309,819,20,5,78
263,365,41,1,67
480,495,53,3,-1
375,967,83,3,-1
309,174,11,5,83
263,568,54,1,2
481,602,45,1,54
264,234,10,5,82
376,503,64,1,50
264,134,65,3,-1
309,969,82,3,-1
376,788,24,1,5
481,342,50,3,-1
265,498,53,1,35
376,878,24,5,78
129,630,18,1,47
377,281,42,1,59
265,9,2,5,79
310,480,62,1,54
481,254,96,3,-1
310,621,55,1,59
482,651,19,1,61
377,257,100,3,-1
265,148,14,5,80
378,381,60,1,62
311,665,19,5,78
482,721,30,1,11
378,317,62,3,-1
129,815,21,1,64
482,445,41,1,54
311,757,20,5,78
266,465,54,1,40
483,761,29,1,30
129,742,22,5,78
266,920,29,3,-1
379,608,41,1,51
267,469,55,1,68
379,152,11,5,83
267,963,82,3,-1
379,733,23,5,78
268,348,63,1,72
380,369,47,1,40
130,103,74,3,-1
311,93,66,3,-1
130,247,92,3,-1
380,626,64,1,35
131,428,48,1,38
312,861,39,1,34
131,910,29,1,69
312,237,13,5,83
483,944,82,3,-1
131,705,21,5,78
380,0,3,5,79
132,476,40,1,71
132,675,19,5,78
380,19,0,5,79
132,89,69,3,-1
313,521,63,1,61
483,904,35,3,-1
133,492,41,1,13
313,643,16,5,80
268,388,59,1,66
133,287,51,1,26
133,26,3,5,79
381,928,29,1,77
313,158,12,5,83
134,444,58,3,-1
134,126,73,3,-1
314,415,60,1,36
381,646,18,5,80
269,553,46,1,4
382,306,55,1,15
269,916,24,1,36
382,411,51,1,74
270,709,32,1,38
314,163,13,5,83
484,511,57,1,61
315,124,65,3,-1
382,658,15,5,80
484,542,43,1,5
270,429,40,1,33
135,914,25,1,33
484,997,77,3,-1
315,985,76,3,-1
135,843,20,5,78
383,570,60,1,37
316,833,26,1,59
270,647,15,5,80
135,20,3,5,79
485,419,46,1,45
271,554,49,1,61
383,671,15,5,80
136,926,28,1,32
136,634,17,5,80
316,618,55,3,-1
485,340,46,1,53
384,2,3,5,79
317,418,44,1,12
271,334,42,1,36
136,981,84,3,-1
485,303,40,1,73
137,61,72,3,-1
271,876,22,5,78
384,220,6,5,81
272,358,43,1,2
384,66,70,3,-1
137,536,64,3,-1
486,531,40,1,0
317,486,61,1,5
138,414,55,1,9
272,109,74,3,-1
384,307,46,3,-1
486,699,27,3,-1
385,165,10,5,81
138,28,3,5,79
318,706,28,1,62
487,800,29,1,75
273,359,61,1,63
138,979,79,3,-1
385,353,52,3,-1
273,389,53,3,-1
386,1,2,5,79
318,194,11,5,83
487,822,32,1,11
319,43,65,3,-1
488,108,73,3,-1
319,452,44,3,-1
488,836,36,3,-1
320,873,30,1,55
489,741,34,1,36
274,812,32,1,60
139,724,30,1,59
320,186,8,5,82
489,749,29,1,47
386,115,65,3,-1
490,563,56,1,71
386,875,29,3,-1
139,233,11,5,83
274,641,15,5,80
140,577,62,1,77
320,95,65,3,-1
140,827,20,5,78
140,573,51,3,-1
387,569,51,1,62
321,900,32,1,19
274,660,16,5,80
387,387,45,1,18
141,318,63,1,48
321,346,48,1,49
141,168,5,5,79
275,546,46,1,65
210,574,46,1,17
141,984,80,3,-1
275,401,49,1,25
388,584,57,1,77
276,477,45,1,76
388,798,31,1,13
276,64,66,3,-1
211,12,4,5,79
142,767,32,1,0
211,729,31,3,-1
388,169,6,5,81
142,745,20,1,19
277,335,52,1,54
143,862,23,5,78
389,313,59,1,58
143,180,5,5,79
143,60,72,3,-1
277,592,47,1,53
389,597,50,1,7
212,929,33,1,21
144,702,33,1,48
212,144,9,5,82
144,589,48,1,48
277,695,24,5,78
212,423,46,3,-1
145,936,21,5,78
145,471,55,3,-1
213,687,33,1,4
213,8,0,5,79
278,261,93,3,-1
146,838,20,5,78
146,191,9,5,82
146,137,72,3,-1
278,284,54,3,-1
214,891,32,1,15
214,851,24,5,78
214,726,38,3,-1
147,883,31,1,63
147,207,11,5,83
147,672,17,5,80
279,881,37,1,29
215,877,30,1,75
279,31,3,5,79
279,49,67,3,-1
148,159,13,5,83
148,58,72,3,-1
148,128,69,3,-1
215,493,43,1,54
149,301,54,1,69
149,893,23,5,78
149,155,12,5,83
280,77,67,3,-1
216,624,47,1,31
281,919,37,1,5
281,636,18,5,80
281,995,76,3,-1
150,854,21,5,78
282,308,40,3,-1
282,956,84,3,-1
150,966,79,3,-1
216,653,15,5,80
216,150,5,5,79
283,42,4,5,79
283,135,74,3,-1
283,945,79,3,-1
151,512,50,1,39
151,664,17,5,80
151,794,39,3,-1
217,746,28,1,71
217,96,74,3,-1
284,107,69,3,-1
284,55,66,3,-1
218,622,62,1,69
218,145,9,5,81
285,535,40,1,8
285,567,58,1,31
285,722,20,5,78
219,591,40,1,76
286,502,41,1,59
286,751,21,3,-1
219,806,29,3,-1
287,273,41,1,47
287,437,47,1,15
